hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,24.6,2.0,2.0,61.0,40.0,22.0,7.0,8.0,3.0,7.0,32.0,1640.0,0,Hard,32,A,2021,3,SF,86.0
R,33.0,38.0,4.0,125.0,85.0,76.0,29.0,22.0,0.0,0.0,10.0,2980.0,1,Clay,128,G,2018,5,R64,169.0
U,31.7,5.0,3.0,51.0,27.0,21.0,12.0,9.0,3.0,5.0,543.0,50.0,0,Clay,4,D,2020,3,RR,76.0
R,34.1,6.0,6.0,98.0,50.0,34.0,18.0,14.0,5.0,10.0,48.0,1021.0,0,Clay,32,A,2018,3,R16,135.0
R,25.7,1.0,3.0,118.0,69.0,38.0,18.0,17.0,9.0,18.0,12.0,2165.0,0,Clay,128,G,2018,5,QF,222.0
R,29.2,0.0,3.0,67.0,52.0,27.0,3.0,12.0,2.0,9.0,19.0,2155.0,0,Grass,128,G,2017,5,R16,100.0
R,29.9,0.0,8.0,84.0,58.0,37.0,9.0,11.0,6.0,10.0,14.0,2325.0,0,Clay,32,A,2022,3,R32,142.0
R,18.1,1.0,0.0,50.0,29.0,17.0,9.0,8.0,5.0,9.0,119.0,466.0,0,Hard,32,A,2019,3,SF,65.0
R,22.0,6.0,5.0,77.0,39.0,26.0,21.0,13.0,4.0,7.0,52.0,959.0,1,Hard,128,M,2018,3,R128,112.0
L,26.6,6.0,2.0,99.0,65.0,45.0,19.0,17.0,2.0,5.0,64.0,785.0,1,Clay,4,D,2020,3,RR,167.0
R,23.6,3.0,2.0,20.0,15.0,11.0,3.0,3.0,1.0,1.0,103.0,668.0,1,Hard,128,M,2022,3,QF,22.0
R,24.9,4.0,3.0,83.0,50.0,33.0,13.0,11.0,7.0,11.0,136.0,423.0,1,Clay,32,A,2018,3,R32,100.0
R,19.5,4.0,5.0,57.0,32.0,22.0,11.0,9.0,1.0,4.0,407.0,92.0,0,Hard,128,M,2018,3,R64,66.0
R,25.6,2.0,8.0,73.0,44.0,29.0,12.0,12.0,4.0,8.0,217.0,233.0,1,Hard,128,M,2019,3,R64,108.0
R,35.5,3.0,0.0,48.0,35.0,18.0,7.0,7.0,4.0,8.0,179.0,281.0,0,Hard,32,A,2019,3,R32,64.0
R,33.0,1.0,1.0,65.0,47.0,29.0,7.0,10.0,0.0,4.0,11.0,3090.0,0,Clay,64,A,2021,3,R16,116.0
R,24.0,6.0,1.0,52.0,28.0,19.0,7.0,8.0,2.0,6.0,5.0,4950.0,0,Hard,8,F,2021,3,RR,68.0
R,19.4,7.0,4.0,69.0,47.0,39.0,15.0,12.0,0.0,1.0,31.0,1336.0,1,Hard,32,A,2022,3,R32,104.0
R,37.9,39.0,3.0,108.0,79.0,70.0,20.0,18.0,0.0,0.0,18.0,1875.0,0,Clay,32,A,2017,3,R16,131.0
L,35.6,18.0,6.0,137.0,88.0,63.0,23.0,20.0,10.0,13.0,37.0,1235.0,0,Grass,128,G,2019,5,R16,179.0
R,32.0,3.0,2.0,68.0,45.0,32.0,13.0,9.0,5.0,5.0,43.0,1521.0,1,Grass,32,A,2021,3,R32,78.0
L,31.5,2.0,4.0,65.0,41.0,18.0,12.0,10.0,5.0,11.0,34.0,1279.0,0,Clay,64,M,2022,3,R32,86.0
R,22.2,10.0,4.0,161.0,105.0,88.0,27.0,27.0,4.0,6.0,81.0,721.0,1,Grass,128,G,2018,5,R128,225.0
R,29.2,5.0,1.0,81.0,56.0,30.0,16.0,10.0,4.0,7.0,32.0,1316.0,0,Hard,32,A,2019,3,QF,85.0
R,21.8,4.0,0.0,40.0,31.0,28.0,8.0,9.0,0.0,0.0,19.0,1815.0,1,Hard,64,M,2018,3,R32,73.0
R,22.9,6.0,5.0,125.0,67.0,43.0,26.0,17.0,11.0,18.0,485.0,72.0,0,Hard,4,D,2018,5,RR,157.0
R,28.3,0.0,6.0,59.0,38.0,24.0,6.0,10.0,1.0,5.0,88.0,643.0,0,Hard,128,M,2018,3,R128,92.0
R,35.8,4.0,1.0,57.0,37.0,24.0,12.0,9.0,1.0,3.0,115.0,507.0,0,Clay,32,A,2019,3,R16,73.0
R,29.5,3.0,2.0,55.0,30.0,21.0,16.0,9.0,3.0,4.0,23.0,1935.0,1,Hard,64,M,2017,3,R32,71.0
R,27.5,7.0,3.0,63.0,41.0,28.0,14.0,11.0,2.0,4.0,86.0,680.0,0,Clay,32,A,2018,3,R32,75.0
R,29.9,1.0,0.0,54.0,41.0,33.0,9.0,10.0,3.0,3.0,13.0,2905.0,1,Grass,32,A,2021,3,QF,82.0
R,29.2,5.0,6.0,84.0,36.0,27.0,21.0,11.0,6.0,9.0,61.0,881.0,0,Hard,64,M,2018,3,R64,86.0
R,29.0,0.0,1.0,54.0,32.0,23.0,14.0,9.0,1.0,2.0,59.0,1072.0,1,Hard,32,A,2021,3,QF,101.0
R,24.2,4.0,3.0,70.0,45.0,21.0,14.0,10.0,3.0,8.0,101.0,575.0,0,Grass,32,A,2018,3,R16,101.0
R,25.7,0.0,0.0,96.0,74.0,42.0,8.0,14.0,8.0,14.0,19.0,2025.0,0,Clay,64,M,2017,3,R16,146.0
L,21.1,4.0,4.0,108.0,67.0,39.0,21.0,16.0,5.0,11.0,62.0,909.0,0,Hard,64,A,2019,3,R16,146.0
R,29.5,9.0,1.0,78.0,39.0,30.0,24.0,11.0,4.0,4.0,3.0,4985.0,1,Clay,4,D,2018,5,RR,121.0
R,34.3,6.0,3.0,67.0,43.0,30.0,10.0,10.0,3.0,6.0,56.0,1030.0,0,Hard,64,M,2020,3,R32,84.0
R,25.1,8.0,1.0,66.0,46.0,34.0,11.0,11.0,1.0,2.0,111.0,513.0,0,Clay,32,A,2018,3,R32,96.0
R,20.0,24.0,2.0,70.0,46.0,41.0,15.0,14.0,0.0,0.0,21.0,1806.0,1,Hard,128,G,2020,5,R64,128.0
R,22.1,3.0,1.0,86.0,51.0,32.0,14.0,14.0,12.0,18.0,187.0,293.0,0,Clay,128,G,2017,5,R64,128.0
R,35.7,5.0,4.0,70.0,41.0,29.0,16.0,9.0,8.0,9.0,111.0,516.0,1,Hard,64,M,2017,3,R32,86.0
L,31.1,7.0,0.0,64.0,45.0,35.0,13.0,10.0,4.0,4.0,2.0,7555.0,1,Hard,64,M,2017,3,R16,98.0
R,27.5,6.0,8.0,183.0,126.0,78.0,24.0,29.0,13.0,24.0,75.0,687.0,0,Hard,128,G,2018,5,R128,239.0
R,27.3,2.0,2.0,76.0,50.0,31.0,18.0,12.0,3.0,6.0,58.0,928.0,1,Clay,32,A,2019,3,R32,130.0
R,27.2,1.0,0.0,63.0,34.0,18.0,15.0,10.0,3.0,7.0,91.0,830.0,0,Clay,32,A,2021,3,R16,91.0
R,20.4,3.0,1.0,79.0,53.0,41.0,12.0,13.0,4.0,5.0,54.0,921.0,1,Hard,32,A,2020,3,QF,108.0
R,31.7,2.0,6.0,90.0,51.0,28.0,18.0,10.0,7.0,12.0,108.0,744.0,0,Hard,64,A,2021,3,R64,112.0
R,30.9,4.0,5.0,78.0,48.0,32.0,16.0,10.0,9.0,10.0,45.0,1086.0,1,Clay,64,M,2018,3,R64,85.0
R,33.0,0.0,0.0,43.0,30.0,19.0,4.0,8.0,3.0,7.0,83.0,765.0,0,Clay,32,A,2022,3,R32,64.0
R,29.9,10.0,6.0,67.0,33.0,26.0,12.0,12.0,2.0,7.0,91.0,625.0,0,Hard,128,G,2018,5,R128,103.0
R,31.4,11.0,0.0,77.0,53.0,42.0,13.0,15.0,4.0,7.0,32.0,1280.0,1,Hard,32,A,2022,3,QF,118.0
R,35.0,5.0,5.0,108.0,62.0,48.0,21.0,15.0,9.0,11.0,45.0,1007.0,0,Clay,32,A,2019,3,R16,151.0
U,26.5,4.0,3.0,90.0,59.0,43.0,13.0,13.0,5.0,7.0,180.0,321.0,1,Grass,32,A,2022,3,R16,120.0
R,23.3,3.0,3.0,59.0,36.0,22.0,8.0,8.0,3.0,7.0,81.0,735.0,0,Hard,64,M,2018,3,R64,64.0
R,26.4,13.0,2.0,76.0,50.0,41.0,14.0,12.0,4.0,5.0,58.0,1057.0,1,Hard,32,A,2022,3,QF,101.0
R,26.4,5.0,7.0,59.0,28.0,24.0,15.0,10.0,1.0,2.0,70.0,721.0,1,Hard,64,A,2017,3,R64,85.0
R,30.8,3.0,1.0,90.0,56.0,40.0,15.0,15.0,4.0,9.0,28.0,1813.0,0,Hard,64,A,2021,3,R32,142.0
R,27.0,3.0,1.0,43.0,30.0,21.0,8.0,6.0,5.0,5.0,13.0,2200.0,1,Clay,32,A,2018,3,R16,62.0
R,23.1,23.0,8.0,112.0,79.0,58.0,16.0,16.0,2.0,4.0,24.0,1585.0,0,Grass,32,A,2018,3,SF,111.0
R,24.7,8.0,2.0,93.0,56.0,36.0,18.0,15.0,6.0,11.0,100.0,650.0,0,Clay,128,G,2020,5,R128,116.0
R,20.8,6.0,0.0,71.0,51.0,43.0,15.0,14.0,1.0,1.0,56.0,969.0,1,Grass,128,G,2022,5,R32,111.0
L,29.5,5.0,6.0,115.0,66.0,42.0,25.0,16.0,6.0,11.0,28.0,1625.0,0,Hard,32,A,2018,3,QF,166.0
R,23.0,2.0,2.0,70.0,45.0,29.0,9.0,13.0,5.0,11.0,244.0,196.0,0,Clay,32,A,2020,3,R32,94.0
R,28.2,10.0,2.0,63.0,39.0,35.0,12.0,11.0,4.0,4.0,78.0,840.0,1,Hard,64,A,2021,3,R64,81.0
R,21.9,6.0,0.0,62.0,37.0,20.0,16.0,9.0,2.0,5.0,29.0,1385.0,0,Hard,64,M,2019,3,R32,68.0
R,28.9,1.0,4.0,100.0,52.0,39.0,26.0,17.0,4.0,7.0,85.0,660.0,1,Hard,128,M,2018,3,R64,143.0
R,34.3,1.0,3.0,90.0,56.0,33.0,18.0,13.0,2.0,7.0,49.0,1075.0,0,Hard,32,A,2020,3,SF,111.0
L,20.5,13.0,13.0,125.0,72.0,62.0,26.0,18.0,3.0,3.0,15.0,2050.0,1,Hard,4,D,2019,3,RR,172.0
R,27.2,1.0,3.0,59.0,31.0,16.0,15.0,8.0,3.0,6.0,141.0,448.0,0,Hard,32,A,2020,3,R16,79.0
R,21.6,4.0,1.0,68.0,36.0,26.0,15.0,10.0,2.0,4.0,36.0,1279.0,0,Hard,64,M,2020,3,R64,115.0
L,33.2,6.0,3.0,77.0,44.0,35.0,19.0,13.0,3.0,3.0,2.0,7945.0,1,Hard,128,G,2019,5,R128,128.0
L,24.0,9.0,3.0,84.0,53.0,40.0,19.0,15.0,4.0,6.0,52.0,910.0,0,Hard,64,M,2017,3,R64,101.0
L,24.6,2.0,3.0,103.0,66.0,35.0,16.0,12.0,9.0,16.0,135.0,518.0,0,Hard,128,G,2022,5,R128,114.0
R,28.3,9.0,3.0,97.0,41.0,34.0,33.0,15.0,5.0,6.0,62.0,785.0,1,Clay,32,A,2017,3,R16,144.0
R,24.9,2.0,3.0,53.0,35.0,29.0,7.0,7.0,1.0,1.0,67.0,714.0,1,Hard,32,A,2017,3,R32,65.0
L,21.5,5.0,10.0,64.0,40.0,29.0,9.0,11.0,1.0,4.0,12.0,2830.0,0,Hard,32,A,2020,3,R32,87.0
R,24.3,2.0,0.0,47.0,29.0,21.0,11.0,9.0,0.0,2.0,52.0,864.0,1,Hard,32,A,2017,3,R32,58.0
R,26.0,6.0,0.0,72.0,44.0,31.0,17.0,10.0,10.0,12.0,11.0,2750.0,1,Hard,32,A,2017,3,R32,89.0
R,32.2,3.0,1.0,57.0,39.0,26.0,10.0,9.0,2.0,4.0,47.0,970.0,0,Clay,64,M,2019,3,R16,85.0
R,30.4,7.0,3.0,62.0,37.0,30.0,14.0,10.0,0.0,1.0,74.0,722.0,0,Hard,32,A,2019,3,R32,95.0
R,31.8,19.0,6.0,108.0,74.0,57.0,13.0,17.0,5.0,7.0,41.0,1130.0,1,Grass,32,A,2018,3,R16,124.0
R,30.7,7.0,0.0,147.0,107.0,89.0,24.0,26.0,4.0,5.0,24.0,1605.0,1,Hard,128,G,2019,5,R128,249.0
R,35.5,1.0,2.0,53.0,33.0,19.0,9.0,9.0,3.0,7.0,33.0,1188.0,0,Grass,32,A,2017,3,R16,81.0
R,23.1,0.0,2.0,58.0,41.0,23.0,3.0,8.0,2.0,7.0,129.0,465.0,0,Clay,32,A,2020,3,R32,70.0
L,27.0,11.0,1.0,66.0,46.0,34.0,11.0,12.0,4.0,7.0,157.0,332.0,1,Hard,32,A,2020,3,R32,93.0
R,27.1,6.0,6.0,141.0,72.0,43.0,33.0,17.0,15.0,22.0,84.0,894.0,0,Clay,32,A,2021,3,R32,169.0
L,24.7,3.0,6.0,51.0,35.0,27.0,6.0,9.0,2.0,4.0,120.0,488.0,0,Clay,32,A,2019,3,R32,72.0
R,29.8,12.0,4.0,90.0,60.0,41.0,14.0,14.0,4.0,8.0,7.0,4085.0,0,Hard,64,M,2018,3,SF,152.0
R,23.7,11.0,2.0,68.0,45.0,40.0,11.0,11.0,1.0,1.0,14.0,2330.0,1,Hard,32,A,2018,3,R32,81.0
R,26.5,1.0,3.0,91.0,51.0,35.0,27.0,15.0,3.0,5.0,48.0,1007.0,1,Hard,64,M,2018,3,R64,152.0
R,24.5,0.0,7.0,77.0,52.0,25.0,7.0,12.0,8.0,16.0,111.0,493.0,0,Hard,128,G,2022,5,R128,121.0
R,24.7,11.0,6.0,81.0,47.0,39.0,17.0,11.0,6.0,6.0,33.0,1391.0,1,Hard,128,M,2022,3,R64,121.0
U,29.6,7.0,6.0,81.0,51.0,39.0,14.0,11.0,7.0,8.0,590.0,50.0,0,Clay,4,D,2018,3,RR,99.0
R,32.7,3.0,3.0,64.0,40.0,26.0,11.0,10.0,1.0,4.0,88.0,751.0,0,Hard,32,A,2020,3,R32,96.0
R,31.1,7.0,4.0,69.0,37.0,27.0,15.0,10.0,3.0,5.0,189.0,267.0,0,Hard,32,A,2019,3,R32,90.0
R,29.0,6.0,3.0,82.0,49.0,37.0,14.0,11.0,8.0,10.0,11.0,2335.0,1,Hard,24,A,2020,3,QF,143.0
R,29.2,5.0,0.0,79.0,55.0,41.0,7.0,14.0,4.0,8.0,58.0,801.0,0,Hard,32,A,2022,3,QF,118.0
R,31.2,5.0,1.0,74.0,51.0,39.0,15.0,13.0,5.0,6.0,22.0,1600.0,1,Grass,128,G,2019,5,R128,90.0
L,34.2,15.0,6.0,83.0,41.0,36.0,26.0,15.0,3.0,5.0,21.0,1930.0,0,Hard,64,A,2017,3,R16,114.0
R,31.1,4.0,6.0,90.0,46.0,32.0,18.0,15.0,5.0,10.0,412.0,96.0,0,Clay,128,G,2018,5,R128,113.0
R,32.4,7.0,1.0,78.0,47.0,39.0,16.0,14.0,3.0,4.0,106.0,522.0,1,Hard,32,A,2019,3,R32,97.0
R,24.6,13.0,6.0,115.0,69.0,55.0,25.0,16.0,9.0,9.0,23.0,1780.0,1,Hard,32,A,2018,3,R32,135.0
R,25.6,4.0,2.0,60.0,33.0,21.0,9.0,9.0,3.0,7.0,103.0,531.0,0,Hard,32,A,2017,3,R32,79.0
R,18.8,1.0,4.0,111.0,69.0,49.0,21.0,17.0,5.0,10.0,980.0,13.0,0,Clay,32,A,2021,3,R32,167.0
R,30.3,2.0,7.0,95.0,52.0,33.0,21.0,15.0,9.0,15.0,26.0,1473.0,0,Grass,128,G,2022,5,R32,102.0
R,28.2,0.0,1.0,77.0,43.0,25.0,15.0,10.0,6.0,11.0,186.0,306.0,0,Clay,32,A,2018,3,R16,117.0
R,34.0,1.0,9.0,69.0,36.0,24.0,17.0,11.0,3.0,6.0,101.0,531.0,0,Clay,32,A,2018,3,R32,89.0
R,22.5,3.0,6.0,99.0,55.0,37.0,22.0,15.0,12.0,15.0,35.0,1262.0,0,Hard,32,A,2018,3,QF,126.0
R,32.1,3.0,12.0,149.0,80.0,40.0,30.0,23.0,13.0,26.0,141.0,563.0,0,Hard,128,G,2021,5,R16,211.0
R,32.7,24.0,2.0,105.0,68.0,48.0,20.0,19.0,0.0,4.0,16.0,2265.0,0,Hard,128,G,2018,5,R128,124.0
R,30.4,1.0,5.0,55.0,25.0,17.0,11.0,9.0,4.0,8.0,32.0,1450.0,0,Hard,32,A,2020,3,R32,78.0
L,30.4,3.0,0.0,54.0,34.0,23.0,12.0,10.0,2.0,5.0,53.0,952.0,0,Hard,32,A,2018,3,R32,71.0
R,20.5,14.0,5.0,113.0,63.0,46.0,21.0,16.0,10.0,14.0,40.0,1011.0,0,Clay,32,A,2017,3,R32,154.0
R,39.1,15.0,3.0,64.0,51.0,39.0,5.0,11.0,4.0,6.0,82.0,690.0,0,Clay,32,A,2018,3,R32,76.0
R,28.3,10.0,3.0,75.0,48.0,38.0,9.0,11.0,6.0,7.0,233.0,253.0,1,Hard,128,G,2021,5,R128,86.0
R,25.0,2.0,5.0,85.0,48.0,27.0,17.0,13.0,7.0,12.0,20.0,2440.0,0,Grass,128,G,2021,5,R16,109.0
R,26.6,5.0,2.0,99.0,70.0,49.0,16.0,16.0,3.0,5.0,216.0,243.0,0,Clay,32,A,2017,3,R32,117.0
R,31.0,15.0,2.0,101.0,65.0,51.0,21.0,15.0,3.0,3.0,62.0,800.0,1,Clay,32,A,2017,3,R16,154.0
R,27.4,3.0,0.0,50.0,41.0,20.0,4.0,8.0,3.0,7.0,79.0,685.0,0,Hard,32,A,2022,3,QF,75.0
R,19.1,4.0,4.0,56.0,37.0,30.0,9.0,9.0,0.0,0.0,122.0,476.0,1,Clay,32,A,2018,3,R32,92.0
R,19.2,5.0,3.0,78.0,52.0,38.0,14.0,11.0,6.0,6.0,26.0,1425.0,1,Hard,64,M,2022,3,R64,101.0
R,28.7,0.0,4.0,130.0,95.0,57.0,17.0,17.0,8.0,14.0,10.0,3465.0,1,Clay,128,G,2021,5,R16,182.0
R,23.7,7.0,3.0,83.0,48.0,38.0,16.0,12.0,3.0,4.0,31.0,1493.0,0,Hard,32,A,2020,3,R16,108.0
R,25.3,20.0,9.0,119.0,66.0,55.0,29.0,22.0,4.0,8.0,117.0,465.0,0,Hard,128,G,2022,5,R64,168.0
R,17.5,7.0,0.0,55.0,31.0,21.0,12.0,9.0,3.0,6.0,167.0,327.0,0,Hard,32,A,2018,3,R32,79.0
R,29.3,0.0,7.0,65.0,37.0,28.0,9.0,10.0,1.0,4.0,14.0,2425.0,0,Hard,64,M,2017,3,R64,92.0
R,23.3,6.0,9.0,122.0,70.0,50.0,25.0,16.0,6.0,8.0,38.0,1197.0,0,Hard,32,A,2019,3,R32,162.0
R,25.7,6.0,3.0,116.0,66.0,53.0,27.0,17.0,1.0,2.0,113.0,501.0,0,Clay,32,A,2018,3,SF,170.0
R,31.5,2.0,1.0,53.0,42.0,28.0,6.0,9.0,2.0,4.0,43.0,1346.0,0,Hard,32,A,2022,3,R16,69.0
R,28.9,5.0,10.0,73.0,38.0,31.0,19.0,11.0,1.0,1.0,36.0,1155.0,1,Grass,128,G,2022,5,R128,78.0
R,23.2,7.0,10.0,135.0,71.0,56.0,42.0,26.0,2.0,6.0,9.0,2890.0,0,Hard,128,G,2019,5,R128,231.0
L,34.8,1.0,2.0,81.0,50.0,40.0,16.0,14.0,1.0,3.0,3.0,9490.0,1,Clay,64,A,2021,3,R32,139.0
L,19.2,4.0,0.0,91.0,66.0,42.0,16.0,16.0,2.0,5.0,335.0,132.0,1,Clay,32,A,2021,3,R16,139.0
R,24.8,11.0,10.0,106.0,56.0,41.0,20.0,14.0,9.0,15.0,84.0,658.0,0,Hard,128,G,2019,5,R64,136.0
L,28.5,5.0,1.0,48.0,32.0,22.0,7.0,9.0,1.0,4.0,90.0,627.0,0,Hard,128,M,2019,3,R128,67.0
R,24.1,8.0,0.0,103.0,69.0,49.0,19.0,15.0,5.0,6.0,6.0,4810.0,1,Hard,32,A,2022,3,SF,127.0
R,22.3,12.0,2.0,56.0,31.0,22.0,13.0,9.0,1.0,4.0,14.0,2219.0,1,Hard,32,A,2020,3,R16,100.0
R,27.3,13.0,3.0,83.0,59.0,51.0,19.0,17.0,0.0,0.0,25.0,1430.0,1,Hard,128,G,2022,5,R128,121.0
R,22.8,0.0,5.0,93.0,66.0,42.0,10.0,13.0,7.0,11.0,46.0,1095.0,1,Clay,64,M,2022,3,R32,174.0
R,32.3,5.0,2.0,57.0,39.0,25.0,9.0,9.0,9.0,11.0,28.0,1535.0,0,Hard,32,A,2018,3,SF,77.0
R,23.6,1.0,4.0,63.0,30.0,18.0,14.0,9.0,7.0,12.0,98.0,704.0,0,Clay,32,A,2022,3,R32,96.0
R,32.3,9.0,3.0,52.0,41.0,36.0,8.0,11.0,0.0,0.0,1.0,10365.0,1,Hard,64,M,2019,3,R16,74.0
R,29.1,1.0,7.0,69.0,46.0,27.0,9.0,10.0,0.0,5.0,821.0,17.0,0,Clay,4,D,2020,3,RR,90.0
L,21.3,1.0,0.0,22.0,10.0,9.0,3.0,4.0,0.0,2.0,85.0,647.0,0,Hard,4,D,2017,3,RR,33.0
R,32.6,3.0,5.0,68.0,35.0,22.0,18.0,10.0,4.0,6.0,95.0,705.0,1,Hard,32,A,2022,3,R32,88.0
L,30.0,4.0,5.0,97.0,55.0,38.0,19.0,14.0,8.0,11.0,21.0,1925.0,0,Clay,32,A,2018,3,F,147.0
R,24.1,1.0,2.0,52.0,28.0,21.0,10.0,9.0,5.0,8.0,14.0,2200.0,0,Clay,32,A,2018,3,R16,72.0
R,21.7,1.0,1.0,83.0,49.0,32.0,13.0,11.0,6.0,10.0,10.0,3625.0,0,Clay,64,M,2022,3,QF,115.0
L,35.7,8.0,4.0,54.0,27.0,22.0,12.0,9.0,2.0,4.0,33.0,1115.0,1,Grass,32,A,2017,3,R32,85.0
L,23.3,11.0,13.0,111.0,65.0,56.0,22.0,19.0,3.0,5.0,21.0,1640.0,1,Hard,128,G,2022,5,R64,168.0
R,27.7,6.0,3.0,54.0,27.0,20.0,13.0,10.0,2.0,6.0,80.0,666.0,0,Hard,32,A,2019,3,R32,79.0
U,21.3,1.0,1.0,61.0,38.0,32.0,14.0,11.0,2.0,4.0,832.0,21.0,1,Clay,4,D,2022,3,RR,89.0
U,23.7,1.0,4.0,95.0,67.0,52.0,13.0,15.0,5.0,7.0,291.0,167.0,1,Hard,32,A,2022,3,R32,125.0
R,37.7,6.0,3.0,106.0,76.0,60.0,14.0,16.0,10.0,12.0,3.0,5590.0,0,Clay,64,M,2019,3,QF,130.0
R,33.6,2.0,2.0,60.0,35.0,24.0,8.0,8.0,5.0,9.0,674.0,36.0,0,Clay,4,D,2018,3,RR,80.0
R,32.6,3.0,2.0,137.0,93.0,65.0,29.0,18.0,9.0,10.0,91.0,738.0,0,Hard,32,A,2022,3,SF,180.0
R,26.3,18.0,3.0,135.0,73.0,61.0,34.0,24.0,9.0,13.0,14.0,2360.0,1,Hard,128,G,2022,5,R16,226.0
R,26.3,12.0,7.0,151.0,98.0,66.0,26.0,25.0,2.0,8.0,23.0,2227.0,0,Hard,128,G,2021,5,R128,243.0
L,31.8,4.0,2.0,51.0,30.0,20.0,11.0,9.0,0.0,2.0,73.0,714.0,0,Hard,128,M,2017,3,R64,71.0
R,19.1,3.0,2.0,93.0,63.0,41.0,19.0,14.0,3.0,5.0,75.0,788.0,1,Clay,128,G,2020,5,R64,115.0
L,28.3,5.0,4.0,59.0,34.0,21.0,10.0,10.0,1.0,6.0,59.0,870.0,0,Hard,32,A,2018,3,R32,75.0
R,25.1,1.0,8.0,107.0,52.0,37.0,28.0,15.0,5.0,7.0,109.0,539.0,1,Hard,128,M,2018,3,R64,150.0
R,24.5,2.0,0.0,87.0,57.0,39.0,16.0,14.0,5.0,8.0,121.0,667.0,1,Clay,32,A,2021,3,R32,126.0
L,29.2,3.0,4.0,62.0,38.0,22.0,10.0,10.0,2.0,7.0,47.0,1048.0,0,Hard,32,A,2018,3,R32,85.0
R,20.7,2.0,0.0,80.0,49.0,40.0,13.0,11.0,2.0,3.0,152.0,487.0,1,Grass,32,A,2021,3,SF,121.0
R,21.8,8.0,3.0,112.0,78.0,51.0,17.0,15.0,12.0,15.0,47.0,1384.0,0,Grass,32,A,2021,3,R32,130.0
R,22.2,12.0,3.0,107.0,64.0,49.0,25.0,17.0,3.0,5.0,113.0,523.0,0,Hard,32,A,2018,3,R16,130.0
R,25.5,3.0,2.0,76.0,46.0,32.0,13.0,12.0,3.0,7.0,64.0,969.0,0,Hard,32,A,2022,3,R32,102.0
R,31.6,0.0,7.0,52.0,27.0,14.0,12.0,8.0,2.0,6.0,13.0,2315.0,0,Hard,32,A,2019,3,QF,65.0
R,22.1,5.0,2.0,66.0,37.0,27.0,20.0,11.0,1.0,2.0,69.0,965.0,1,Hard,128,M,2021,3,R128,88.0
L,26.9,2.0,2.0,53.0,37.0,19.0,6.0,8.0,2.0,7.0,78.0,948.0,0,Clay,32,A,2021,3,R32,79.0
L,26.0,22.0,3.0,102.0,63.0,52.0,23.0,18.0,2.0,4.0,155.0,343.0,1,Hard,128,G,2019,5,R128,133.0
R,26.6,8.0,9.0,147.0,101.0,78.0,13.0,24.0,6.0,11.0,3.0,4990.0,1,Hard,128,G,2018,5,R64,205.0
R,32.7,1.0,0.0,63.0,35.0,21.0,14.0,10.0,1.0,4.0,77.0,818.0,0,Hard,128,M,2022,3,R64,100.0
R,20.7,4.0,5.0,53.0,31.0,21.0,13.0,10.0,1.0,3.0,60.0,955.0,1,Hard,32,A,2019,3,R16,73.0
L,22.2,0.0,3.0,46.0,32.0,12.0,5.0,8.0,2.0,8.0,89.0,848.0,0,Clay,32,A,2021,3,R32,62.0
R,24.8,1.0,1.0,55.0,42.0,23.0,8.0,9.0,2.0,5.0,121.0,441.0,0,Hard,32,A,2022,3,R16,92.0
L,27.6,3.0,1.0,90.0,55.0,39.0,20.0,15.0,5.0,8.0,56.0,864.0,0,Hard,128,G,2018,5,R128,136.0
R,24.7,3.0,2.0,74.0,48.0,35.0,11.0,10.0,2.0,3.0,52.0,960.0,0,Clay,32,A,2020,3,QF,129.0
R,34.5,18.0,4.0,88.0,56.0,44.0,12.0,12.0,9.0,10.0,29.0,1410.0,0,Hard,4,D,2019,3,RR,106.0
R,25.2,22.0,1.0,103.0,65.0,56.0,23.0,18.0,2.0,2.0,9.0,4468.0,1,Grass,128,G,2021,5,SF,157.0
L,29.6,9.0,3.0,72.0,32.0,26.0,20.0,12.0,4.0,7.0,25.0,1530.0,1,Hard,24,A,2020,3,RR,124.0
R,26.2,3.0,0.0,79.0,49.0,32.0,17.0,11.0,5.0,7.0,27.0,2157.0,1,Hard,64,M,2021,3,R64,131.0
R,24.3,1.0,3.0,76.0,49.0,34.0,13.0,10.0,8.0,10.0,20.0,2010.0,1,Hard,128,M,2022,3,F,126.0
R,16.7,2.0,3.0,183.0,134.0,76.0,27.0,26.0,11.0,20.0,1415.0,3.0,0,Hard,128,G,2019,5,R128,260.0
R,26.7,5.0,2.0,96.0,56.0,38.0,16.0,15.0,8.0,13.0,59.0,948.0,0,Clay,64,M,2022,3,R64,149.0
L,27.2,7.0,6.0,93.0,55.0,33.0,13.0,14.0,8.0,15.0,100.0,549.0,0,Hard,64,A,2017,3,R16,129.0
L,39.4,13.0,2.0,77.0,48.0,40.0,17.0,15.0,2.0,4.0,61.0,1078.0,0,Hard,32,A,2021,3,R32,127.0
R,30.1,7.0,1.0,104.0,64.0,36.0,23.0,14.0,6.0,10.0,24.0,1695.0,0,Clay,32,A,2020,3,R16,140.0
R,23.6,6.0,2.0,80.0,52.0,32.0,17.0,14.0,2.0,6.0,16.0,1995.0,0,Hard,32,A,2020,3,R16,110.0
