hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,33.0,7.0,1.0,125.0,70.0,48.0,37.0,19.0,1.0,2.0,53.0,899.0,1,Hard,4,D,2017,5,RR,200.0
R,29.6,4.0,1.0,46.0,25.0,22.0,15.0,9.0,0.0,0.0,42.0,1402.0,1,Hard,32,A,2021,3,R32,63.0
R,28.1,0.0,2.0,53.0,35.0,28.0,7.0,9.0,1.0,3.0,91.0,597.0,0,Hard,64,A,2017,3,R64,79.0
R,30.5,6.0,5.0,50.0,26.0,21.0,12.0,9.0,2.0,4.0,246.0,184.0,0,Clay,32,A,2019,3,QF,75.0
L,29.9,1.0,4.0,86.0,51.0,37.0,17.0,10.0,9.0,10.0,26.0,1535.0,1,Grass,32,A,2018,3,R16,110.0
R,29.6,8.0,1.0,93.0,57.0,40.0,27.0,16.0,0.0,1.0,5.0,4770.0,1,Clay,64,M,2018,3,R32,150.0
R,31.6,0.0,3.0,72.0,45.0,22.0,10.0,11.0,4.0,11.0,119.0,673.0,0,Clay,32,A,2021,3,SF,115.0
R,23.0,5.0,4.0,54.0,29.0,16.0,14.0,9.0,3.0,6.0,33.0,1275.0,0,Clay,64,M,2019,3,R16,96.0
R,32.0,14.0,4.0,78.0,46.0,34.0,19.0,14.0,3.0,6.0,68.0,770.0,1,Clay,128,G,2019,5,R128,129.0
R,37.0,2.0,1.0,69.0,40.0,21.0,14.0,9.0,7.0,11.0,109.0,525.0,0,Hard,32,A,2018,3,R32,89.0
L,34.2,2.0,1.0,81.0,55.0,36.0,13.0,14.0,2.0,6.0,43.0,1106.0,0,Clay,64,M,2022,3,R64,134.0
R,31.7,6.0,5.0,93.0,52.0,36.0,21.0,15.0,4.0,9.0,49.0,920.0,0,Clay,32,A,2019,3,R32,148.0
R,31.8,3.0,0.0,43.0,31.0,21.0,4.0,6.0,5.0,7.0,40.0,1461.0,1,Clay,32,A,2021,3,R16,74.0
L,33.3,8.0,6.0,84.0,41.0,32.0,29.0,12.0,7.0,7.0,149.0,388.0,1,Hard,64,A,2018,3,R64,102.0
R,21.5,15.0,1.0,80.0,54.0,40.0,14.0,12.0,1.0,3.0,57.0,900.0,1,Clay,64,M,2019,3,R64,107.0
R,31.5,3.0,3.0,131.0,77.0,55.0,28.0,22.0,3.0,7.0,93.0,761.0,1,Hard,128,G,2022,5,R128,220.0
R,24.7,1.0,5.0,82.0,52.0,31.0,8.0,12.0,7.0,13.0,40.0,1002.0,0,Clay,64,M,2017,3,R32,120.0
R,24.9,11.0,11.0,99.0,48.0,41.0,29.0,17.0,6.0,7.0,179.0,320.0,1,Clay,32,A,2017,3,R32,139.0
R,30.4,16.0,8.0,101.0,66.0,42.0,15.0,15.0,5.0,11.0,12.0,3145.0,0,Hard,32,A,2017,3,QF,136.0
L,22.5,4.0,4.0,55.0,33.0,19.0,10.0,10.0,4.0,8.0,13.0,2903.0,0,Hard,32,A,2021,3,QF,80.0
L,29.7,1.0,0.0,54.0,35.0,23.0,8.0,9.0,3.0,6.0,291.0,181.0,0,Hard,2,D,2021,3,RR,78.0
R,22.0,5.0,3.0,86.0,52.0,38.0,18.0,13.0,6.0,7.0,54.0,815.0,1,Hard,64,A,2022,3,R16,136.0
L,26.5,8.0,2.0,93.0,49.0,32.0,27.0,15.0,1.0,3.0,150.0,370.0,0,Grass,32,A,2019,3,R32,110.0
R,35.7,9.0,4.0,73.0,38.0,24.0,17.0,12.0,1.0,6.0,111.0,516.0,0,Hard,64,M,2017,3,R16,92.0
L,30.0,8.0,0.0,70.0,51.0,39.0,8.0,11.0,1.0,3.0,113.0,518.0,0,Hard,32,A,2018,3,R32,77.0
R,34.7,1.0,1.0,39.0,22.0,14.0,11.0,8.0,0.0,2.0,50.0,1035.0,1,Hard,32,A,2019,3,R32,70.0
R,33.1,7.0,2.0,78.0,57.0,38.0,12.0,11.0,4.0,5.0,81.0,631.0,0,Hard,32,A,2022,3,R16,112.0
R,22.6,19.0,2.0,72.0,50.0,41.0,11.0,13.0,1.0,2.0,21.0,2010.0,1,Hard,32,A,2018,3,SF,93.0
L,31.3,1.0,0.0,47.0,36.0,28.0,8.0,8.0,1.0,1.0,88.0,635.0,1,Clay,64,M,2019,3,R64,61.0
R,23.4,12.0,10.0,112.0,65.0,49.0,26.0,19.0,5.0,7.0,194.0,289.0,1,Hard,128,G,2017,5,R128,145.0
R,28.9,9.0,3.0,63.0,36.0,29.0,11.0,10.0,1.0,3.0,51.0,1000.0,0,Grass,32,A,2022,3,SF,97.0
R,24.9,17.0,2.0,82.0,56.0,49.0,12.0,15.0,2.0,3.0,4.0,8715.0,1,Hard,128,G,2021,5,SF,129.0
R,34.6,8.0,5.0,109.0,58.0,39.0,25.0,17.0,7.0,13.0,71.0,720.0,0,Hard,128,G,2018,5,R64,151.0
R,31.2,5.0,2.0,73.0,49.0,39.0,14.0,12.0,0.0,0.0,22.0,1600.0,1,Grass,128,G,2019,5,R64,93.0
R,25.9,6.0,3.0,87.0,62.0,41.0,15.0,10.0,7.0,8.0,91.0,612.0,1,Hard,32,A,2020,3,R32,107.0
R,32.0,1.0,2.0,56.0,41.0,25.0,5.0,8.0,6.0,10.0,159.0,476.0,0,Hard,32,A,2021,3,R32,80.0
R,31.4,8.0,3.0,101.0,53.0,37.0,27.0,14.0,3.0,5.0,14.0,2790.0,0,Hard,32,A,2017,3,R16,120.0
R,31.8,8.0,1.0,72.0,40.0,33.0,22.0,14.0,1.0,2.0,8.0,3235.0,1,Hard,128,M,2018,3,R32,114.0
R,27.8,7.0,7.0,63.0,31.0,21.0,11.0,11.0,4.0,9.0,39.0,1040.0,0,Hard,128,M,2017,3,R32,78.0
R,25.7,0.0,0.0,51.0,29.0,14.0,10.0,7.0,5.0,9.0,74.0,699.0,0,Hard,32,A,2022,3,R16,68.0
L,26.5,5.0,0.0,66.0,43.0,35.0,17.0,11.0,3.0,3.0,101.0,580.0,1,Clay,32,A,2017,3,R16,93.0
L,30.9,4.0,1.0,66.0,46.0,35.0,17.0,13.0,0.0,0.0,4.0,5375.0,1,Clay,128,G,2017,5,R64,109.0
R,23.8,6.0,3.0,112.0,83.0,56.0,12.0,16.0,5.0,9.0,182.0,393.0,0,Clay,128,G,2021,5,R64,147.0
R,26.1,6.0,2.0,51.0,28.0,18.0,6.0,8.0,4.0,9.0,65.0,815.0,0,Hard,32,A,2018,3,R32,59.0
R,19.7,19.0,11.0,172.0,108.0,77.0,27.0,24.0,11.0,16.0,24.0,1655.0,0,Hard,128,G,2017,5,R32,245.0
R,21.6,6.0,4.0,63.0,33.0,25.0,18.0,11.0,0.0,2.0,55.0,945.0,0,Grass,32,A,2018,3,R32,86.0
L,29.4,12.0,2.0,67.0,41.0,37.0,13.0,12.0,1.0,1.0,20.0,1620.0,1,Hard,32,A,2019,3,R16,114.0
R,22.6,8.0,4.0,116.0,79.0,58.0,19.0,18.0,7.0,10.0,186.0,281.0,1,Hard,128,G,2020,5,R128,154.0
R,29.3,2.0,2.0,78.0,48.0,37.0,13.0,14.0,2.0,5.0,33.0,1233.0,0,Hard,32,A,2018,3,R16,122.0
R,23.7,4.0,5.0,66.0,38.0,35.0,13.0,12.0,2.0,3.0,7.0,4145.0,1,Clay,128,G,2017,5,R16,99.0
R,29.5,13.0,1.0,99.0,66.0,49.0,16.0,14.0,8.0,9.0,37.0,1527.0,1,Hard,32,A,2021,3,QF,133.0
R,26.4,3.0,1.0,48.0,34.0,23.0,6.0,8.0,4.0,7.0,138.0,399.0,0,Hard,32,A,2018,3,QF,66.0
R,21.8,2.0,0.0,101.0,64.0,44.0,15.0,14.0,9.0,14.0,184.0,294.0,1,Clay,32,A,2017,3,QF,151.0
L,27.5,10.0,5.0,81.0,42.0,34.0,24.0,14.0,3.0,4.0,98.0,545.0,1,Clay,32,A,2018,3,R16,121.0
R,30.2,2.0,0.0,55.0,36.0,29.0,8.0,9.0,2.0,3.0,80.0,691.0,1,Hard,32,A,2019,3,R16,69.0
L,27.1,7.0,1.0,105.0,80.0,53.0,15.0,16.0,8.0,11.0,104.0,520.0,1,Clay,32,A,2017,3,QF,171.0
R,20.9,12.0,3.0,114.0,68.0,49.0,27.0,16.0,6.0,7.0,58.0,858.0,0,Hard,32,A,2017,3,QF,150.0
L,29.3,6.0,1.0,71.0,43.0,31.0,13.0,10.0,8.0,10.0,21.0,1655.0,0,Hard,64,M,2019,3,R64,111.0
R,27.4,12.0,2.0,66.0,39.0,28.0,15.0,10.0,1.0,3.0,49.0,933.0,0,Hard,32,A,2017,3,R16,86.0
R,22.2,20.0,4.0,122.0,85.0,60.0,17.0,20.0,4.0,9.0,34.0,1335.0,0,Hard,128,G,2020,5,R32,170.0
L,30.3,4.0,1.0,66.0,51.0,35.0,6.0,11.0,3.0,6.0,33.0,1302.0,1,Hard,32,A,2018,3,R32,88.0
R,24.2,8.0,0.0,127.0,68.0,44.0,29.0,16.0,9.0,14.0,29.0,1513.0,1,Clay,32,A,2022,3,SF,175.0
R,36.9,0.0,2.0,84.0,53.0,30.0,19.0,14.0,3.0,7.0,155.0,355.0,1,Hard,128,M,2019,3,R64,142.0
L,36.4,4.0,3.0,61.0,39.0,26.0,8.0,9.0,3.0,6.0,32.0,1340.0,0,Hard,128,M,2018,3,R16,66.0
R,21.5,0.0,4.0,98.0,72.0,56.0,13.0,15.0,5.0,6.0,34.0,1168.0,1,Clay,32,A,2022,3,QF,169.0
R,26.1,2.0,0.0,71.0,54.0,30.0,11.0,13.0,3.0,8.0,89.0,614.0,0,Clay,32,A,2019,3,R32,108.0
R,29.1,2.0,0.0,86.0,56.0,33.0,13.0,9.0,11.0,14.0,103.0,573.0,0,Hard,32,A,2017,3,SF,106.0
R,25.9,8.0,5.0,100.0,58.0,44.0,24.0,15.0,8.0,9.0,71.0,800.0,1,Clay,32,A,2019,3,R16,142.0
R,23.1,2.0,3.0,63.0,35.0,21.0,13.0,12.0,1.0,7.0,97.0,768.0,0,Hard,128,G,2021,5,R128,93.0
R,25.4,5.0,5.0,114.0,67.0,42.0,25.0,16.0,9.0,13.0,90.0,639.0,0,Grass,128,G,2022,5,R128,133.0
R,28.5,2.0,2.0,54.0,37.0,22.0,7.0,8.0,5.0,9.0,92.0,836.0,0,Clay,64,M,2021,3,R32,63.0
R,28.8,4.0,2.0,85.0,50.0,34.0,18.0,13.0,4.0,7.0,37.0,1190.0,0,Hard,32,A,2018,3,R32,104.0
R,33.2,9.0,0.0,28.0,20.0,16.0,5.0,6.0,1.0,2.0,1.0,10860.0,0,Hard,128,G,2020,5,R16,60.0
L,39.8,12.0,3.0,87.0,51.0,39.0,18.0,14.0,4.0,6.0,90.0,843.0,0,Clay,32,A,2021,3,R32,129.0
R,27.8,6.0,0.0,48.0,28.0,21.0,16.0,9.0,1.0,1.0,81.0,700.0,1,Clay,4,D,2018,3,RR,75.0
R,28.9,12.0,6.0,139.0,95.0,69.0,23.0,23.0,3.0,5.0,81.0,911.0,0,Hard,128,G,2021,5,R128,182.0
R,33.8,7.0,3.0,44.0,25.0,21.0,11.0,8.0,0.0,1.0,210.0,245.0,1,Hard,32,A,2019,3,SF,69.0
R,28.8,4.0,1.0,129.0,97.0,58.0,18.0,17.0,10.0,16.0,81.0,775.0,0,Clay,64,M,2022,3,R64,175.0
R,25.0,17.0,5.0,94.0,51.0,44.0,28.0,16.0,2.0,2.0,38.0,1105.0,1,Grass,128,G,2022,5,R64,121.0
R,33.3,5.0,3.0,83.0,54.0,38.0,16.0,12.0,3.0,5.0,193.0,270.0,1,Grass,32,A,2019,3,R16,100.0
L,27.4,2.0,2.0,71.0,33.0,24.0,23.0,10.0,0.0,1.0,67.0,800.0,0,Hard,128,M,2018,3,R64,101.0
R,25.7,1.0,1.0,53.0,29.0,22.0,16.0,10.0,1.0,2.0,62.0,909.0,1,Hard,128,M,2022,3,R64,97.0
R,29.1,4.0,4.0,64.0,45.0,30.0,9.0,10.0,5.0,8.0,165.0,336.0,0,Hard,32,A,2022,3,SF,96.0
R,32.9,34.0,7.0,159.0,94.0,75.0,38.0,23.0,13.0,14.0,89.0,635.0,1,Hard,128,G,2017,5,R128,185.0
R,30.5,6.0,1.0,47.0,32.0,26.0,8.0,9.0,2.0,3.0,52.0,940.0,1,Hard,32,A,2020,3,R32,63.0
U,24.5,18.0,5.0,149.0,90.0,62.0,30.0,20.0,12.0,17.0,380.0,115.0,0,Hard,4,D,2017,5,RR,185.0
R,24.6,10.0,2.0,67.0,41.0,33.0,7.0,11.0,4.0,7.0,8.0,4125.0,0,Grass,32,A,2022,3,R32,84.0
R,20.2,6.0,4.0,95.0,54.0,32.0,20.0,14.0,8.0,13.0,105.0,570.0,0,Hard,32,A,2017,3,R16,143.0
R,26.3,5.0,9.0,97.0,42.0,32.0,31.0,16.0,3.0,8.0,89.0,606.0,0,Hard,128,M,2017,3,R128,156.0
R,29.7,10.0,1.0,76.0,52.0,37.0,14.0,13.0,5.0,7.0,21.0,2260.0,1,Hard,128,G,2021,5,R16,121.0
R,24.9,9.0,7.0,128.0,85.0,54.0,19.0,17.0,7.0,12.0,17.0,1955.0,0,Hard,32,A,2019,3,R16,160.0
R,33.2,2.0,1.0,50.0,28.0,21.0,14.0,8.0,1.0,1.0,316.0,151.0,1,Hard,32,A,2021,3,R16,72.0
R,31.4,10.0,0.0,54.0,28.0,23.0,17.0,9.0,2.0,3.0,13.0,2790.0,1,Hard,32,A,2017,3,R16,79.0
R,27.9,15.0,7.0,112.0,56.0,46.0,24.0,16.0,4.0,7.0,49.0,915.0,0,Clay,64,A,2017,3,R16,138.0
R,33.3,2.0,6.0,131.0,81.0,51.0,24.0,20.0,6.0,12.0,93.0,602.0,0,Clay,128,G,2019,5,R128,208.0
R,24.0,14.0,3.0,92.0,61.0,51.0,13.0,16.0,2.0,5.0,5.0,4950.0,0,Hard,8,F,2021,3,RR,143.0
L,23.8,1.0,7.0,83.0,53.0,30.0,9.0,13.0,5.0,12.0,55.0,915.0,0,Grass,128,G,2019,5,R64,108.0
U,20.5,3.0,2.0,105.0,64.0,38.0,21.0,15.0,8.0,13.0,452.0,88.0,0,Clay,4,D,2017,3,RR,129.0
R,25.1,1.0,0.0,112.0,76.0,49.0,20.0,18.0,6.0,10.0,317.0,156.0,1,Clay,32,A,2022,3,R32,151.0
R,26.6,9.0,2.0,134.0,75.0,55.0,33.0,18.0,7.0,10.0,51.0,886.0,1,Hard,128,G,2017,5,R32,168.0
R,31.9,6.0,3.0,99.0,67.0,45.0,23.0,16.0,5.0,7.0,1.0,12115.0,1,Clay,64,M,2019,3,QF,181.0
R,25.8,1.0,0.0,23.0,18.0,9.0,3.0,4.0,2.0,4.0,65.0,843.0,0,Hard,32,A,2020,3,R32,27.0
R,17.2,2.0,4.0,77.0,43.0,29.0,14.0,14.0,4.0,9.0,917.0,13.0,0,Hard,32,A,2020,3,R32,103.0
R,30.1,3.0,5.0,58.0,41.0,26.0,5.0,8.0,1.0,4.0,20.0,1801.0,0,Clay,64,A,2022,3,R32,78.0
R,21.5,4.0,1.0,59.0,37.0,24.0,15.0,9.0,5.0,6.0,34.0,1245.0,1,Grass,32,A,2018,3,R32,84.0
R,25.3,7.0,4.0,57.0,38.0,37.0,7.0,11.0,0.0,0.0,43.0,1070.0,1,Hard,32,A,2022,3,R16,85.0
L,22.8,4.0,9.0,75.0,47.0,33.0,14.0,10.0,8.0,10.0,12.0,2930.0,0,Hard,32,A,2022,3,QF,80.0
R,28.0,3.0,3.0,77.0,44.0,21.0,12.0,11.0,8.0,16.0,79.0,726.0,0,Clay,128,G,2018,5,R128,80.0
R,20.9,10.0,2.0,114.0,80.0,64.0,19.0,21.0,4.0,6.0,39.0,1080.0,1,Hard,128,G,2019,5,R64,179.0
R,26.7,7.0,4.0,63.0,43.0,32.0,6.0,10.0,5.0,7.0,49.0,993.0,0,Clay,64,A,2018,3,R64,94.0
R,24.8,1.0,5.0,59.0,33.0,18.0,9.0,10.0,1.0,6.0,94.0,624.0,0,Hard,32,A,2017,3,R32,82.0
R,29.8,4.0,3.0,77.0,48.0,31.0,9.0,11.0,5.0,10.0,39.0,1095.0,0,Clay,64,M,2019,3,R64,111.0
R,26.7,4.0,5.0,69.0,35.0,29.0,18.0,12.0,5.0,7.0,285.0,198.0,1,Clay,32,A,2021,3,R32,94.0
R,30.1,5.0,5.0,120.0,76.0,54.0,21.0,14.0,12.0,13.0,31.0,1270.0,1,Clay,32,A,2017,3,SF,126.0
R,32.0,9.0,2.0,101.0,47.0,40.0,27.0,16.0,3.0,4.0,79.0,655.0,1,Grass,32,A,2017,3,QF,163.0
R,25.6,15.0,3.0,134.0,85.0,63.0,22.0,18.0,11.0,15.0,115.0,481.0,0,Hard,128,G,2020,5,R128,135.0
R,24.1,2.0,2.0,109.0,74.0,44.0,18.0,16.0,9.0,15.0,146.0,484.0,0,Hard,32,A,2021,3,R32,151.0
R,26.2,6.0,9.0,104.0,53.0,35.0,21.0,16.0,10.0,16.0,137.0,439.0,0,Grass,128,G,2022,5,R128,128.0
L,27.7,1.0,2.0,49.0,27.0,18.0,15.0,8.0,2.0,3.0,59.0,835.0,1,Clay,32,A,2017,3,R32,72.0
L,34.7,10.0,3.0,100.0,63.0,41.0,24.0,15.0,4.0,6.0,31.0,1305.0,0,Hard,64,M,2018,3,R32,154.0
R,25.9,2.0,2.0,58.0,37.0,20.0,10.0,8.0,5.0,9.0,54.0,835.0,0,Hard,32,A,2017,3,R32,70.0
R,26.6,5.0,3.0,70.0,42.0,35.0,12.0,12.0,2.0,4.0,67.0,736.0,1,Hard,32,A,2017,3,R16,103.0
R,37.5,3.0,5.0,89.0,48.0,36.0,19.0,14.0,5.0,9.0,114.0,509.0,0,Clay,32,A,2019,3,R32,153.0
R,23.3,11.0,8.0,69.0,34.0,21.0,12.0,8.0,7.0,11.0,49.0,1070.0,0,Hard,32,A,2020,3,R32,72.0
R,29.5,12.0,2.0,109.0,78.0,57.0,15.0,16.0,8.0,11.0,16.0,2585.0,1,Hard,128,G,2021,5,R128,143.0
R,26.8,10.0,0.0,108.0,71.0,54.0,21.0,16.0,4.0,7.0,142.0,389.0,0,Hard,4,D,2019,3,RR,149.0
R,21.7,5.0,6.0,130.0,83.0,61.0,20.0,18.0,11.0,15.0,66.0,746.0,1,Clay,32,A,2019,3,R16,199.0
R,19.4,19.0,3.0,127.0,78.0,60.0,24.0,17.0,8.0,10.0,22.0,1656.0,0,Hard,32,A,2020,3,SF,179.0
L,28.9,2.0,5.0,61.0,36.0,20.0,12.0,8.0,7.0,11.0,146.0,392.0,0,Clay,32,A,2019,3,R32,71.0
R,21.4,2.0,3.0,34.0,19.0,10.0,6.0,7.0,2.0,6.0,5.0,4755.0,0,Hard,64,M,2018,3,SF,60.0
R,27.2,4.0,3.0,116.0,73.0,53.0,20.0,16.0,10.0,13.0,4.0,4730.0,1,Hard,128,M,2017,3,R32,164.0
R,35.7,7.0,5.0,90.0,51.0,32.0,17.0,13.0,8.0,13.0,101.0,547.0,1,Hard,32,A,2019,3,R32,132.0
R,17.9,3.0,5.0,126.0,90.0,60.0,19.0,18.0,7.0,10.0,1376.0,3.0,1,Hard,4,D,2017,3,RR,162.0
R,25.4,2.0,2.0,73.0,46.0,33.0,16.0,11.0,6.0,7.0,8.0,3800.0,1,Hard,128,M,2019,3,R64,113.0
L,32.8,7.0,4.0,101.0,64.0,46.0,25.0,15.0,5.0,6.0,69.0,743.0,1,Clay,32,A,2018,3,R32,147.0
R,19.6,5.0,4.0,101.0,64.0,49.0,21.0,16.0,4.0,6.0,40.0,1133.0,0,Hard,32,A,2018,3,SF,154.0
L,35.7,0.0,5.0,70.0,46.0,31.0,10.0,10.0,5.0,8.0,32.0,1310.0,0,Clay,32,A,2019,3,QF,94.0
R,31.1,3.0,5.0,60.0,38.0,27.0,9.0,10.0,3.0,6.0,38.0,1075.0,0,Hard,128,M,2017,3,R64,79.0
R,34.3,0.0,1.0,65.0,42.0,30.0,12.0,10.0,2.0,4.0,18.0,1850.0,1,Hard,64,M,2022,3,R64,118.0
R,35.8,11.0,0.0,56.0,36.0,31.0,11.0,10.0,2.0,2.0,5.0,4765.0,1,Grass,32,A,2017,3,QF,66.0
R,25.7,25.0,2.0,149.0,108.0,88.0,17.0,24.0,7.0,10.0,47.0,1190.0,0,Hard,128,G,2021,5,R32,201.0
L,29.0,5.0,0.0,43.0,24.0,19.0,12.0,7.0,3.0,3.0,42.0,1006.0,1,Hard,32,A,2017,3,R16,60.0
R,29.3,6.0,3.0,40.0,24.0,20.0,12.0,8.0,0.0,0.0,20.0,2055.0,1,Clay,128,G,2020,5,R32,64.0
R,35.9,9.0,2.0,78.0,47.0,38.0,25.0,15.0,3.0,4.0,5.0,5265.0,1,Grass,128,G,2017,5,R64,90.0
R,21.3,0.0,2.0,59.0,35.0,17.0,7.0,9.0,5.0,12.0,368.0,117.0,0,Clay,64,M,2022,3,R64,91.0
R,20.4,15.0,6.0,107.0,64.0,46.0,23.0,17.0,4.0,8.0,4.0,4310.0,1,Hard,32,A,2017,3,R16,168.0
R,27.0,1.0,1.0,56.0,38.0,26.0,10.0,10.0,1.0,3.0,32.0,1260.0,1,Grass,32,A,2022,3,R32,77.0
R,33.6,8.0,5.0,157.0,96.0,59.0,34.0,25.0,10.0,17.0,53.0,1013.0,0,Hard,128,G,2019,5,R64,197.0
R,23.0,3.0,3.0,48.0,24.0,15.0,10.0,8.0,5.0,9.0,91.0,588.0,0,Clay,32,A,2017,3,R16,81.0
R,22.3,2.0,1.0,55.0,37.0,21.0,9.0,9.0,4.0,8.0,43.0,1420.0,0,Hard,128,M,2021,3,R64,69.0
R,24.4,3.0,7.0,80.0,48.0,32.0,19.0,14.0,4.0,8.0,71.0,848.0,1,Clay,32,A,2022,3,R32,137.0
R,22.8,0.0,4.0,84.0,61.0,42.0,11.0,13.0,7.0,10.0,46.0,1095.0,1,Clay,64,M,2022,3,QF,145.0
R,28.4,9.0,6.0,135.0,60.0,44.0,38.0,22.0,8.0,13.0,132.0,423.0,0,Hard,128,G,2020,5,R128,186.0
L,18.3,3.0,6.0,70.0,44.0,28.0,12.0,11.0,0.0,3.0,143.0,394.0,0,Hard,64,M,2017,3,SF,103.0
R,32.1,34.0,3.0,127.0,83.0,70.0,23.0,21.0,4.0,5.0,8.0,3635.0,1,Grass,128,G,2018,5,R64,159.0
R,27.0,2.0,2.0,102.0,58.0,42.0,24.0,16.0,6.0,9.0,103.0,576.0,1,Hard,128,M,2019,3,R64,159.0
R,21.5,5.0,3.0,56.0,36.0,28.0,10.0,10.0,1.0,3.0,100.0,694.0,0,Hard,32,A,2020,3,R32,96.0
R,30.9,2.0,2.0,50.0,24.0,22.0,14.0,9.0,1.0,2.0,81.0,697.0,1,Hard,32,A,2018,3,R32,67.0
R,34.8,3.0,0.0,61.0,31.0,22.0,19.0,10.0,5.0,6.0,50.0,1035.0,1,Hard,32,A,2019,3,R32,94.0
R,31.0,5.0,1.0,69.0,43.0,35.0,12.0,10.0,5.0,5.0,25.0,2106.0,1,Grass,32,A,2021,3,R32,85.0
L,23.1,2.0,1.0,25.0,18.0,16.0,2.0,5.0,0.0,1.0,103.0,524.0,1,Clay,32,A,2017,3,R32,41.0
R,20.0,0.0,3.0,60.0,38.0,24.0,10.0,10.0,3.0,6.0,289.0,171.0,0,Hard,32,A,2018,3,R32,109.0
R,30.6,11.0,7.0,131.0,87.0,62.0,16.0,19.0,9.0,13.0,9.0,3235.0,0,Clay,128,G,2019,5,R16,189.0
R,19.6,4.0,1.0,56.0,33.0,26.0,12.0,10.0,2.0,3.0,22.0,2369.0,1,Clay,64,M,2021,3,R64,83.0
R,29.9,2.0,8.0,107.0,63.0,40.0,19.0,18.0,12.0,19.0,171.0,334.0,1,Hard,4,D,2017,5,RR,164.0
R,33.7,7.0,1.0,86.0,49.0,36.0,22.0,11.0,4.0,4.0,66.0,785.0,1,Hard,32,A,2018,3,R32,102.0
R,21.6,6.0,3.0,82.0,53.0,37.0,12.0,15.0,5.0,10.0,20.0,1745.0,0,Grass,128,G,2018,5,R128,119.0
R,21.5,10.0,3.0,103.0,66.0,49.0,19.0,16.0,5.0,8.0,46.0,1364.0,1,Hard,128,M,2021,3,R128,144.0
L,30.7,2.0,3.0,53.0,34.0,29.0,11.0,9.0,2.0,2.0,46.0,1435.0,1,Clay,32,A,2021,3,R32,75.0
L,31.0,7.0,1.0,64.0,38.0,31.0,14.0,11.0,0.0,1.0,118.0,633.0,1,Clay,32,A,2021,3,SF,103.0
L,30.6,5.0,0.0,47.0,26.0,18.0,14.0,10.0,2.0,5.0,55.0,932.0,1,Clay,32,A,2018,3,R32,87.0
R,29.4,0.0,1.0,96.0,76.0,42.0,12.0,14.0,6.0,11.0,15.0,2550.0,1,Clay,32,A,2022,3,SF,176.0
R,35.0,8.0,5.0,128.0,85.0,70.0,18.0,23.0,5.0,9.0,3.0,6770.0,1,Grass,128,G,2022,5,QF,215.0
R,34.0,10.0,1.0,132.0,92.0,71.0,26.0,21.0,3.0,3.0,1.0,11313.0,1,Clay,128,G,2021,5,QF,208.0
R,27.4,8.0,0.0,61.0,42.0,32.0,7.0,10.0,1.0,3.0,51.0,935.0,0,Hard,64,M,2022,3,R64,74.0
R,28.9,1.0,1.0,42.0,28.0,21.0,8.0,7.0,3.0,4.0,100.0,601.0,1,Clay,32,A,2018,3,R32,55.0
R,25.0,5.0,0.0,47.0,30.0,23.0,12.0,9.0,1.0,2.0,44.0,1101.0,1,Hard,128,M,2022,3,R64,79.0
R,28.8,1.0,2.0,49.0,29.0,23.0,9.0,9.0,1.0,3.0,263.0,199.0,0,Clay,32,A,2022,3,R32,76.0
R,25.8,6.0,1.0,63.0,49.0,42.0,8.0,11.0,1.0,1.0,63.0,843.0,1,Hard,32,A,2020,3,R32,83.0
R,35.2,6.0,2.0,68.0,43.0,26.0,16.0,13.0,5.0,10.0,37.0,1082.0,0,Hard,128,M,2017,3,R64,123.0
R,23.1,5.0,3.0,42.0,25.0,22.0,10.0,8.0,0.0,0.0,35.0,1130.0,1,Clay,32,A,2022,3,R16,69.0
L,32.7,7.0,2.0,66.0,36.0,26.0,16.0,10.0,3.0,4.0,36.0,1661.0,1,Hard,128,M,2021,3,R64,90.0
R,29.5,4.0,1.0,100.0,72.0,44.0,18.0,15.0,8.0,13.0,34.0,1251.0,0,Hard,24,A,2020,3,RR,125.0
R,21.7,14.0,3.0,82.0,55.0,44.0,14.0,12.0,3.0,4.0,41.0,1235.0,1,Hard,32,A,2018,3,R32,94.0
R,33.2,2.0,0.0,78.0,46.0,30.0,19.0,13.0,4.0,8.0,69.0,715.0,1,Clay,32,A,2017,3,R32,126.0
U,29.9,0.0,1.0,62.0,35.0,18.0,12.0,9.0,6.0,11.0,505.0,66.0,0,Hard,4,D,2018,3,RR,100.0
R,27.6,4.0,1.0,88.0,50.0,41.0,19.0,11.0,7.0,7.0,88.0,864.0,1,Hard,128,M,2021,3,R128,115.0
R,25.5,0.0,1.0,67.0,48.0,35.0,10.0,11.0,4.0,6.0,16.0,2220.0,0,Hard,128,M,2018,3,R32,91.0
R,24.6,0.0,1.0,49.0,29.0,12.0,10.0,8.0,5.0,10.0,34.0,1162.0,0,Clay,32,A,2017,3,R32,60.0
R,23.2,9.0,7.0,92.0,46.0,34.0,24.0,12.0,2.0,3.0,16.0,2330.0,0,Clay,64,M,2017,3,R64,113.0
R,36.1,7.0,2.0,87.0,58.0,42.0,20.0,16.0,2.0,4.0,91.0,583.0,1,Hard,64,A,2022,3,R16,128.0
U,21.0,2.0,1.0,52.0,34.0,28.0,11.0,9.0,2.0,2.0,736.0,24.0,1,Hard,32,A,2022,3,R32,72.0
